"Campaign name","Campaign ID",Placement,Platform,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Ad delivery","Ad set delivery","Campaign delivery","Result rate","Cost per messaging conversation started","Reporting starts","Reporting ends"
"FB Ads - 22/03/2026",6887028626197,"Facebook Stories",facebook,inactive,campaign,135,135,1,"7-day click or 1-day view","Messaging conversations started",,8.73004626,,,,,,64.66700933,0.74074074,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,"Search results",facebook,inactive,campaign,64,74,1.15625,"7-day click or 1-day view","Messaging conversations started",,8.59,,,,1,8.59,116.08108108,1.35135135,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Feed: video feeds",facebook,inactive,campaign,160,215,1.34375,"7-day click or 1-day view","Messaging conversations started",,8.45492245,,,,1,8.45492245,39.3252207,0.93023256,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"Facebook profile feed",facebook,inactive,campaign,125,125,1,"7-day click or 1-day view","Messaging conversations started",2,8.41003743,4.20501871,,,2,4.20501871,67.28029944,3.2,,2,,,,,,,inactive,1.6,4.20501871,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,"Facebook Stories",facebook,inactive,campaign,208,208,1,"7-day click or 1-day view","Messaging conversations started",,8.36,,,,,,40.19230769,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Fb Ads -SK - 06/08/2026",6988772271597,Marketplace,facebook,inactive,campaign,128,504,3.9375,"7-day click or 1-day view","Messaging conversations started",,8.2195259,,,,1,8.2195259,16.30858314,0.1984127,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"In-stream reels",facebook,inactive,campaign,288,318,1.10416667,"7-day click or 1-day view","Messaging conversations started",,8.20024444,,,,5,1.64004889,25.7869322,1.57232704,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Facebook profile feed",facebook,inactive,campaign,302,302,1,"7-day click or 1-day view","Messaging conversations started",,7.72026617,,,,1,7.72026617,25.56379526,0.66225166,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,"Search results",facebook,inactive,campaign,42,42,1,"7-day click or 1-day view","Messaging conversations started",,7.57004011,,,,,,180.23905031,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,Explore,instagram,inactive,campaign,268,302,1.12686567,"7-day click or 1-day view","Messaging conversations started",,7.34,,,,1,7.34,24.30463576,0.66225166,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Search results",facebook,inactive,campaign,129,129,1,"7-day click or 1-day view","Messaging conversations started",,7.19,,,,1,7.19,55.73643411,1.5503876,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,"Facebook Stories",facebook,inactive,campaign,67,67,1,"7-day click or 1-day view","Messaging conversations started",,6.98990545,,,,,,104.32694703,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online",6723178659597,"Instagram Stories",instagram,inactive,campaign,96,97,1.01041667,"7-day click or 1-day view","Messaging conversations started",,6.95,,,,,,71.64948454,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Facebook profile feed",facebook,inactive,campaign,256,303,1.18359375,"7-day click or 1-day view","Messaging conversations started",,6.89,,,,,,22.73927393,0.66006601,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Explore home",instagram,inactive,campaign,96,158,1.64583333,"7-day click or 1-day view","Messaging conversations started",1,6.78472561,6.78472561,,,1,6.78472561,42.94130134,0.63291139,,1,,,,,,,inactive,0.63291139,6.78472561,2023-07-20,2026-08-19
"LPU Punjab",6641565898197,"Facebook Reels",facebook,inactive,campaign,2000,2182,1.091,"7-day click or 1-day view","Link clicks",3,6.6601287,2.2200429,,,3,2.2200429,3.05230463,0.45829514,,,,,,,,,inactive,0.13748854,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,Explore,instagram,inactive,campaign,128,182,1.421875,"7-day click or 1-day view","Messaging conversations started",,6.26002786,,,,2,3.13001393,34.39575748,1.0989011,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Explore home",instagram,inactive,campaign,1589,1589,1,"7-day click or 1-day view","Messaging conversations started",,6.20995673,,,,,,3.90809108,0.06293266,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"Search results",facebook,inactive,campaign,50,50,1,"7-day click or 1-day view","Messaging conversations started",,6.18995686,,,,,,123.79913729,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Facebook profile feed",facebook,inactive,campaign,331,331,1,"7-day click or 1-day view","Messaging conversations started",,6.13029378,,,,1,6.13029378,18.52052501,0.3021148,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,Marketplace,facebook,inactive,campaign,288,419,1.45486111,"7-day click or 1-day view","Messaging conversations started",,6.05002693,,,,2,3.02501346,14.43920507,0.47732697,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,"Facebook Stories",facebook,inactive,campaign,173,173,1,"7-day click or 1-day view","Messaging conversations started",,5.95264572,,,,1,5.95264572,34.40835676,1.15606936,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB - March 2026",6882906768197,"Facebook Stories",facebook,inactive,campaign,24,46,1.91666667,"7-day click or 1-day view","Messaging conversations started",,5.57024879,,,,,,121.09236505,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
MMU,6671478791197,Feed,facebook,inactive,campaign,104,104,1,"7-day click or 1-day view","Messaging conversations started",,5.47,,,,,,52.59615385,0.96153846,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"New Engagement campaign",6931637948197,"Facebook Stories",facebook,inactive,campaign,64,64,1,"7-day click or 1-day view","Messaging conversations started",,5.44869144,,,,1,5.44869144,85.13580374,1.5625,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,"Feed: video feeds",facebook,inactive,campaign,50,51,1.02,"7-day click or 1-day view","Messaging conversations started",,5.40147482,,,,,,105.91127098,1.96078431,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,Marketplace,facebook,inactive,campaign,48,176,3.66666667,"7-day click or 1-day view","Messaging conversations started",,5.37018515,,,,,,30.5124156,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Feed: video feeds",facebook,inactive,campaign,160,212,1.325,"7-day click or 1-day view","Messaging conversations started",,5.32,,,,2,2.66,25.09433962,2.35849057,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"AMITY Ads",6768967611397,"Feed: video feeds",facebook,inactive,campaign,102,102,1,"7-day click or 1-day view","Messaging conversations started",,5.21,,,,,,51.07843137,0.98039216,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,Marketplace,facebook,inactive,campaign,192,202,1.05208333,"7-day click or 1-day view","Messaging conversations started",,4.98994381,,,,,,24.70269211,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Search results",facebook,inactive,campaign,51,51,1,"7-day click or 1-day view","Messaging conversations started",,4.9,,,,1,4.9,96.07843137,1.96078431,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 23rd Jan",6857822968197,"In-stream reels",facebook,inactive,campaign,1152,1813,1.57378472,"7-day click or 1-day view","Messaging conversations started",,4.87002167,,,,6,0.81167028,2.6861675,0.33094319,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Facebook profile feed",facebook,inactive,campaign,128,150,1.171875,"7-day click or 1-day view","Messaging conversations started",,4.78278453,,,,,,31.88523022,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,"Facebook Reels",facebook,inactive,campaign,120,143,1.19166667,"7-day click or 1-day view","Messaging conversations started",,4.78,,,,,,33.42657343,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB - March 2026 – Copy",6882908660797,"In-stream reels",facebook,inactive,campaign,156,195,1.25,"7-day click or 1-day view","Messaging conversations started",,4.72,,,,1,4.72,24.20512821,0.51282051,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Tailored messages campaign 06/05/2025 Campaign",6710313106597,Explore,instagram,inactive,campaign,369,408,1.10569106,"7-day click or 1-day view","Messaging conversations started",,4.68996329,,,,,,11.49500808,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,"Search results",facebook,inactive,campaign,18,18,1,"7-day click or 1-day view","Messaging conversations started",,4.62009433,,,,,,256.67190697,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Feed: video feeds",facebook,inactive,campaign,44,44,1,"7-day click or 1-day view","Messaging conversations started",,4.58,,,,,,104.09090909,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,"In-stream reels",facebook,inactive,campaign,74,74,1,"7-day click or 1-day view","Messaging conversations started",,4.37,,,,1,4.37,59.05405405,1.35135135,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Explore home",instagram,inactive,campaign,704,758,1.07670455,"7-day click or 1-day view","Messaging conversations started",,4.24246996,,,,,,5.59692607,0.13192612,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"Facebook profile feed",facebook,inactive,campaign,0,191,0,"7-day click or 1-day view","Messaging conversations started",,4.1898472,,,,,,21.93637275,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - New Session - 27/04/2026",6910460698397,"Explore home",instagram,inactive,campaign,384,603,1.5703125,"7-day click or 1-day view","Messaging conversations started",,4.09985048,,,,,,6.79908869,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,"In-stream reels",facebook,inactive,campaign,192,283,1.47395833,"7-day click or 1-day view","Messaging conversations started",,4.03997185,,,,1,4.03997185,14.27551889,0.35335689,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"In-stream reels",facebook,inactive,campaign,160,361,2.25625,"7-day click or 1-day view","Messaging conversations started",,4,,,,3,1.33333333,11.08033241,0.83102493,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,"Facebook Reels",facebook,inactive,campaign,43,51,1.18604651,"7-day click or 1-day view","Messaging conversations started",,3.8,,,,,,74.50980392,1.96078431,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Page Ads - May 2025",6699045369797,"Search results",facebook,inactive,campaign,40,55,1.375,"7-day click or 1-day view","Messaging conversations started",,3.77,,,,,,68.54545455,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"Explore home",instagram,inactive,campaign,419,419,1,"7-day click or 1-day view","Messaging conversations started",,3.65017493,,,,,,8.71163467,0.23866348,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,Marketplace,facebook,inactive,campaign,64,89,1.390625,"7-day click or 1-day view","Messaging conversations started",,3.64,,,,,,40.8988764,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Facebook profile feed",facebook,inactive,campaign,64,114,1.78125,"7-day click or 1-day view","Messaging conversations started",,3.57,,,,1,3.57,31.31578947,0.87719298,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,"Search results",facebook,inactive,campaign,32,56,1.75,"7-day click or 1-day view","Messaging conversations started",,3.50995142,,,,,,62.67770392,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,"In-stream reels",facebook,inactive,campaign,416,619,1.48798077,"7-day click or 1-day view","Messaging conversations started",,3.43001818,,,,5,0.68600364,5.54122484,0.80775444,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Distance - 09/06/2026",6953152263197,Marketplace,facebook,inactive,campaign,64,208,3.25,"7-day click or 1-day view","Messaging conversations started",,3.43,,,,,,16.49038462,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"Search results",facebook,inactive,campaign,0,56,0,"7-day click or 1-day view","Messaging conversations started",,3.40198063,,,,,,60.74965412,1.78571429,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 08/07/2026",6979195968197,"Facebook Reels",facebook,inactive,campaign,48,48,1,"7-day click or 1-day view","Messaging conversations started",,3.28,,,,,,68.33333333,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,"Explore home",instagram,inactive,campaign,608,794,1.30592105,"7-day click or 1-day view","Messaging conversations started",,3.2,,,,,,4.0302267,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,"Facebook profile feed",facebook,inactive,campaign,96,161,1.67708333,"7-day click or 1-day view","Messaging conversations started",,3.12217462,,,,,,19.39238893,0.62111801,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Fb Ads -SK - 06/08/2026",6988772271597,"Facebook profile feed",facebook,inactive,campaign,64,104,1.625,"7-day click or 1-day view","Messaging conversations started",,3.10982063,,,,1,3.10982063,29.90212141,0.96153846,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,"Search results",facebook,inactive,campaign,16,41,2.5625,"7-day click or 1-day view","Messaging conversations started",,3.09,,,,1,3.09,75.36585366,2.43902439,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Facebook profile feed",facebook,inactive,campaign,64,75,1.171875,"7-day click or 1-day view","Messaging conversations started",,3.06,,,,,,40.8,2.66666667,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Explore home",instagram,inactive,campaign,540,540,1,"7-day click or 1-day view","Messaging conversations started",,3.04,,,,,,5.62962963,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,Marketplace,facebook,inactive,campaign,64,167,2.609375,"7-day click or 1-day view","Messaging conversations started",,2.97173014,,,,,,17.79479125,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,Marketplace,facebook,inactive,campaign,128,229,1.7890625,"7-day click or 1-day view","Messaging conversations started",,2.94,,,,,,12.83842795,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Instagram search results",instagram,inactive,campaign,129,129,1,"7-day click or 1-day view","Messaging conversations started",,2.92010068,,,,,,22.63643935,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - Sept",6804632076597,"Feed: video feeds",facebook,inactive,campaign,0,93,0,"7-day click or 1-day view","Messaging conversations started",,2.8989049,,,,1,2.8989049,31.17102048,1.07526882,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,"Facebook profile feed",facebook,inactive,campaign,28,29,1.03571429,"7-day click or 1-day view","Messaging conversations started",,2.85005819,,,,,,98.27786855,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"In-stream reels",facebook,inactive,campaign,172,189,1.09883721,"7-day click or 1-day view","Messaging conversations started",,2.8,,,,,,14.81481481,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723895197,"Instagram Reels",instagram,inactive,campaign,15,19,1.26666667,"7-day click or 1-day view","Link clicks",,2.8,,,,,,147.36842105,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"New Engagement campaign",6931637948197,"Explore home",instagram,inactive,campaign,324,341,1.05246914,"7-day click or 1-day view","Messaging conversations started",,2.78933011,,,,,,8.1798537,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Facebook profile feed",facebook,inactive,campaign,48,57,1.1875,"7-day click or 1-day view","Messaging conversations started",,2.74996903,,,,,,48.24507072,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 08/07/2026",6979195968197,Feed,facebook,inactive,campaign,65,65,1,"7-day click or 1-day view","Messaging conversations started",,2.73,,,,,,42,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"CU Oonline - MAY 2025",6699345212397,Marketplace,facebook,inactive,campaign,16,79,4.9375,"7-day click or 1-day view","Messaging conversations started",,2.62182612,,,,,,33.18767242,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 31/07/2026",6986086789197,"Explore home",instagram,inactive,campaign,660,660,1,"7-day click or 1-day view","Messaging conversations started",,2.57997095,,,,,,3.90904689,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,"Facebook Stories",facebook,inactive,campaign,34,36,1.05882353,"7-day click or 1-day view","Messaging conversations started",,2.51,,,,,,69.72222222,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
Skies,6832539425197,"Instagram search results",instagram,inactive,campaign,62,63,1.01612903,"7-day click or 1-day view","Messaging conversations started",,2.48005063,,,,,,39.36588307,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Online Ads - 13/05/2026",6924458397597,"Search results",facebook,inactive,campaign,56,67,1.19642857,"7-day click or 1-day view","Messaging conversations started",,2.44996686,,,,2,1.22498343,36.56666956,2.98507463,,,,,,,,,inactive,,,2023-07-20,2026-08-19
MMU,6671478791197,"Explore home",instagram,inactive,campaign,628,694,1.10509554,"7-day click or 1-day view","Messaging conversations started",,2.41,,,,,,3.47262248,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Distance Education Patiala",6668282295797,Marketplace,facebook,inactive,campaign,0,101,0,"7-day click or 1-day view","Messaging conversations started",,2.39998328,,,,1,2.39998328,23.76221065,0.99009901,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Facebook profile feed",facebook,inactive,campaign,120,120,1,"7-day click or 1-day view","Messaging conversations started",,2.39997668,,,,1,2.39997668,19.99980567,0.83333333,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,Explore,instagram,inactive,campaign,122,123,1.00819672,"7-day click or 1-day view","Messaging conversations started",,2.35,,,,,,19.10569106,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723895197,Feed,instagram,inactive,campaign,21,26,1.23809524,"7-day click or 1-day view","Link clicks",,2.32,,,,,,89.23076923,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB - March 2026 – Copy",6882908660797,"Facebook profile feed",facebook,inactive,campaign,64,71,1.109375,"7-day click or 1-day view","Messaging conversations started",,2.26,,,,,,31.83098592,1.4084507,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091270997,Explore,instagram,inactive,campaign,180,180,1,"7-day click or 1-day view","Messaging conversations started",,2.08,,,,,,11.55555556,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - 18/04/2025",6675281096797,"Facebook profile feed",facebook,inactive,campaign,34,37,1.08823529,"7-day click or 1-day view","Messaging conversations started",,2.04,,,,,,55.13513514,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,Explore,instagram,inactive,campaign,82,91,1.1097561,"7-day click or 1-day view","Messaging conversations started",,2.02,,,,,,22.1978022,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 08/07/2026",6979195968197,"Instagram Stories",instagram,inactive,campaign,46,46,1,"7-day click or 1-day view","Messaging conversations started",,2.02,,,,1,2.02,43.91304348,2.17391304,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Explore home",instagram,inactive,campaign,200,208,1.04,"7-day click or 1-day view","Messaging conversations started",,1.99,,,,,,9.56730769,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Patiala 19/04/2025",6675807605797,"In-stream reels",facebook,inactive,campaign,288,340,1.18055556,"7-day click or 1-day view","Messaging conversations started",,1.95113595,,,,,,5.73863515,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online",6723178659597,"Facebook Reels",facebook,inactive,campaign,23,24,1.04347826,"7-day click or 1-day view","Messaging conversations started",,1.89,,,,,,78.75,4.16666667,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,Marketplace,facebook,inactive,campaign,48,105,2.1875,"7-day click or 1-day view","Messaging conversations started",,1.89,,,,,,18,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
MMU,6671478791197,"Facebook Stories",facebook,inactive,campaign,11,11,1,"7-day click or 1-day view","Messaging conversations started",,1.87,,,,,,170,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,Explore,instagram,inactive,campaign,96,109,1.13541667,"7-day click or 1-day view","Messaging conversations started",,1.84006344,,,,,,16.88131596,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SKIES - 03/05/2026",6915936952597,"Facebook profile feed",facebook,inactive,campaign,31,33,1.06451613,"7-day click or 1-day view","Messaging conversations started",,1.80003556,,,,,,54.54653224,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Search results",facebook,inactive,campaign,37,37,1,"7-day click or 1-day view","Messaging conversations started",,1.77001798,,,,,,47.83832391,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
DegreeCraft,6769014077597,"Feed: video feeds",facebook,inactive,campaign,16,36,2.25,"7-day click or 1-day view","Messaging conversations started",,1.67,,,,,,46.38888889,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"JGND - Punjab - MAY 2025",6699157867197,"Explore home",instagram,inactive,campaign,160,190,1.1875,"7-day click or 1-day view","Messaging conversations started",,1.66,,,,,,8.73684211,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,"In-stream reels",facebook,inactive,campaign,38,38,1,"7-day click or 1-day view","Messaging conversations started",,1.59997786,,,,,,42.1046804,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Feb Ads - 31st Jan",6861084796197,"Facebook notifications",facebook,inactive,campaign,0,95,0,"7-day click or 1-day view","Messaging conversations started",,1.56000329,,,,,,16.42108725,1.05263158,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,Marketplace,facebook,inactive,campaign,56,70,1.25,"7-day click or 1-day view","Messaging conversations started",,1.52995974,,,,,,21.85656773,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Punjabi University",6642089283597,Marketplace,facebook,inactive,campaign,64,77,1.203125,"7-day click or 1-day view","Messaging conversations started",,1.45,,,,,,18.83116883,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"New Session Ads - Nov 2025",6826134714197,"Instagram Reels",instagram,inactive,campaign,42,42,1,"7-day click or 1-day view","Messaging conversations started",,1.44,,,,,,34.28571429,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 02/06/2026",6941440443997,Marketplace,facebook,inactive,campaign,64,126,1.96875,"7-day click or 1-day view","Messaging conversations started",,1.43998007,,,,,,11.42841325,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Punjab",6641565898197,"Ads on Facebook Reels",facebook,inactive,campaign,151,151,1,"7-day click or 1-day view","Link clicks",1,1.41002725,1.41002725,,,1,1.41002725,9.33792879,0.66225166,,,,,,,,,inactive,0.66225166,,2023-07-20,2026-08-19
"MBA - Degreecraft",6830713058997,"Explore home",instagram,inactive,campaign,32,36,1.125,"7-day click or 1-day view","Messaging conversations started",,1.40004827,,,,,,38.8902297,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 22/03/2026",6887028626197,"Facebook profile feed",facebook,inactive,campaign,67,67,1,"7-day click or 1-day view","Messaging conversations started",,1.39000737,,,,,,20.74637859,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 01/07/2026",6976611088797,"Facebook notifications",facebook,active,campaign,0,89,0,"7-day click or 1-day view","Messaging conversations started",,1.34998755,,,,,,15.1683994,0,,,,,,,,,active,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025 – 1",6724323110197,"In-stream reels",facebook,inactive,campaign,32,68,2.125,"7-day click or 1-day view","Messaging conversations started",,1.29006182,,,,,,18.9714974,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,Marketplace,facebook,inactive,campaign,28,28,1,"7-day click or 1-day view","Messaging conversations started",,1.29,,,,,,46.07142857,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"MMU - New",6673302606797,"Explore home",instagram,inactive,campaign,279,279,1,"7-day click or 1-day view","Messaging conversations started",,1.27,,,,,,4.55197133,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads Online - 07/08/2026",6989431968797,Marketplace,facebook,inactive,campaign,32,41,1.28125,"7-day click or 1-day view","Messaging conversations started",,1.25,,,,,,30.48780488,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"Nov 2025 All Ads",6826267671197,"Facebook Stories",facebook,inactive,campaign,19,19,1,"7-day click or 1-day view","Messaging conversations started",,1.22,,,,,,64.21052632,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 03/08/2026",6987226896197,"Search results",facebook,inactive,campaign,23,23,1,"7-day click or 1-day view","Messaging conversations started",,1.2199679,,,,1,1.2199679,53.04208253,4.34782609,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - 26/04",6685419908397,"Feed: video feeds",facebook,inactive,campaign,30,30,1,"7-day click or 1-day view","Messaging conversations started",,1.21001229,,,,,,40.33374315,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"SK-LPU-MAY 2025",6699121217397,"Facebook profile feed",facebook,inactive,campaign,64,75,1.171875,"7-day click or 1-day view","Messaging conversations started",,1.14,,,,,,15.2,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU - SET 18/04/2025",6675261135997,"In-stream reels",facebook,inactive,campaign,3,3,1,"7-day click or 1-day view","Messaging conversations started",,1.08,,,,,,360,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"FB Ads - 14/06/2026",6959678385397,"Facebook notifications",facebook,inactive,campaign,0,34,0,"7-day click or 1-day view","Messaging conversations started",,1.0599897,,,,,,31.17616767,5.88235294,,,,,,,,,inactive,,,2023-07-20,2026-08-19
"LPU Online – 20/25",6723531168997,"Explore home",instagram,inactive,campaign,64,109,1.703125,"7-day click or 1-day view","Messaging conversations started",,0.96002862,,,,,,8.80760199,0,,,,,,,,,inactive,,,2023-07-20,2026-08-19
